CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
12/10/2020,9:57,MANHATTAN,10022,40.759983,-73.964806,"(40.759983, -73.964806)",2 AVENUE                        ,EAST 58 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4374908,Sedan,Bike,,,
12/16/2020,17:55,BROOKLYN,11217,40.682487,-73.979614,"(40.682487, -73.979614)",4 AVENUE                        ,BERGEN STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4376668,Station Wagon/Sport Utility Vehicle,Bike,,,
02/06/2021,21:15,MANHATTAN,10002,40.72224,-73.9863,"(40.72224, -73.9863)",EAST HOUSTON STREET             ,ESSEX STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4389676,E-Bike,Sedan,,,
01/07/2021,15:15,BROOKLYN,11222,40.724636,-73.94818,"(40.724636, -73.94818)",NASSAU AVENUE                   ,MC GUINNESS BOULEVARD,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4382367,Station Wagon/Sport Utility Vehicle,Bike,,,
01/18/2021,15:00,QUEENS,11377,40.75184,-73.90358,"(40.75184, -73.90358)",58 STREET                       ,BROADWAY,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4386444,E-Scooter,Sedan,,,
01/02/2021,20:15,BROOKLYN,11212,40.66996,-73.90889,"(40.66996, -73.90889)",PITKIN AVENUE                   ,OSBORN STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4381439,Sedan,Bike,,,
12/31/2020,21:25,BROOKLYN,11225,40.66206,-73.94277,"(40.66206, -73.94277)",EAST NEW YORK AVENUE            ,KINGSTON AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4381133,Station Wagon/Sport Utility Vehicle,E-Bike,,,
12/09/2020,0:45,BROOKLYN,11238,40.674664,-73.97025,"(40.674664, -73.97025)",,,10        GRAND ARMY PLAZA              ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4374359,E-Scooter,,,,
01/16/2021,0:35,,,,,,1 AVENUE                        ,,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,4386500,Sedan,Bike,,,
01/12/2021,23:42,BRONX,10451,40.82284,-73.91455,"(40.82284, -73.91455)",,,816       MELROSE AVENUE                ,1,0,0,0,1,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,4383987,Sedan,E-Scooter,,,
12/11/2020,18:17,BROOKLYN,11211,40.712757,-73.95682,"(40.712757, -73.95682)",GRAND STREET                    ,HAVEMEYER STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,4375709,Sedan,Bike,,,
11/13/2020,18:40,,,40.704823,-74.006905,"(40.704823, -74.006905)",WALL STREET                     ,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4367407,Taxi,Bike,,,
12/13/2020,15:55,BROOKLYN,11237,40.706352,-73.9319,"(40.706352, -73.9319)",HARRISON PLACE                  ,MORGAN AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4375705,Sedan,Bike,,,
12/20/2020,23:35,BROOKLYN,11225,40.662735,-73.95713,"(40.662735, -73.95713)",STERLING STREET                 ,BEDFORD AVENUE,,2,0,0,0,1,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4380203,Sedan,Bike,,,
01/13/2021,14:00,BRONX,10469,40.8733,-73.853645,"(40.8733, -73.853645)",BOSTON ROAD                     ,EAST GUN HILL ROAD,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,4385574,Taxi,Bike,Sedan,,
01/12/2021,12:35,BRONX,10460,40.8432,-73.88668,"(40.8432, -73.88668)",,,850       EAST TREMONT AVENUE           ,1,0,0,0,1,0,0,0,Outside Car Distraction,Unspecified,,,,4383554,Sedan,Bike,,,
01/09/2021,23:40,,,40.883556,-73.84974,"(40.883556, -73.84974)",LACONIA AVENUE                  ,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4383026,Station Wagon/Sport Utility Vehicle,E-Bike,,,
02/06/2021,23:30,,,40.68983,-73.97863,"(40.68983, -73.97863)",ASHLAND PLACE                   ,,,1,0,0,0,1,0,0,0,Unspecified,,,,,4390648,Bike,,,,
12/13/2020,20:33,,,40.59727,-73.99868,"(40.59727, -73.99868)",BAY PARKWAY                     ,,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4375703,Station Wagon/Sport Utility Vehicle,Bike,,,
12/22/2020,17:15,BRONX,10462,40.833557,-73.85774,"(40.833557, -73.85774)",WESTCHESTER AVENUE              ,PUGSLEY AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4378388,Bike,,,,
01/22/2021,22:45,BROOKLYN,11218,40.643574,-73.97166,"(40.643574, -73.97166)",BEVERLEY ROAD                   ,EAST 8 STREET,,2,0,0,0,1,0,1,0,Unspecified,Unspecified,Unspecified,,,4386418,Sedan,Sedan,Bike,,
02/06/2021,0:30,MANHATTAN,10002,40.72098,-73.98696,"(40.72098, -73.98696)",ESSEX STREET                    ,STANTON STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4391810,Station Wagon/Sport Utility Vehicle,E-Bike,,,
01/17/2021,22:50,BROOKLYN,11210,40.6343,-73.94271,"(40.6343, -73.94271)",,,3518      GLENWOOD ROAD                 ,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Headlights Defective,,,,4384827,Sedan,Bike,,,
10/22/2020,2:30,QUEENS,11103,40.76164,-73.9102,"(40.76164, -73.9102)",30 AVENUE                       ,46 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4360061,Bike,,,,
10/19/2020,11:30,BROOKLYN,11219,40.633083,-74.00558,"(40.633083, -74.00558)",60 STREET                       ,FORT HAMILTON PARKWAY,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Passing Too Closely,,,,4360699,Taxi,Bike,,,
11/30/2020,14:30,,,40.823624,-73.94591,"(40.823624, -73.94591)",HAMILTON TERRACE                ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,4372451,E-Scooter,,,,
11/07/2020,14:23,,,40.845303,-73.847115,"(40.845303, -73.847115)",WILLIAMSBRIDGE ROAD             ,POPLAR STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Other Vehicular,,,,4365231,Sedan,Bike,,,
10/17/2020,15:50,QUEENS,11379,40.72472,-73.87981,"(40.72472, -73.87981)",,,79-18     ELIOT AVENUE                  ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4361486,Bike,Sedan,,,
10/18/2020,13:00,,,40.79009,-73.797485,"(40.79009, -73.797485)",12 ROAD                         ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4358838,Bike,Station Wagon/Sport Utility Vehicle,,,
10/21/2020,14:50,BROOKLYN,11219,40.637905,-73.99272,"(40.637905, -73.99272)",,,4612      12 AVENUE                     ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4360727,Station Wagon/Sport Utility Vehicle,Bike,,,
12/08/2020,20:14,BROOKLYN,11208,40.686996,-73.87509,"(40.686996, -73.87509)",,,72        EUCLID AVENUE                 ,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4374432,E-Scooter,Sedan,,,
10/27/2020,13:50,,,40.681137,-73.95567,"(40.681137, -73.95567)",FULTON STREET                   ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4366326,Station Wagon/Sport Utility Vehicle,Bike,,,
11/12/2020,9:30,MANHATTAN,10023,40.77548,-73.98021,"(40.77548, -73.98021)",WEST 69 STREET                  ,COLUMBUS AVENUE,,1,0,0,0,1,0,0,0,Passing Too Closely,Driver Inattention/Distraction,,,,4367764,Bike,,,,
11/19/2020,18:40,,,,,,BAYCHESTER AVENUE               ,SCHIEFELIN AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4370693,Sedan,E-Bike,,,
11/10/2020,20:28,QUEENS,11105,40.778538,-73.9093,"(40.778538, -73.9093)",,,29-24     21 AVENUE                     ,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,4366562,Sedan,Bike,,,
12/01/2020,18:15,BROOKLYN,11229,40.611786,-73.94601,"(40.611786, -73.94601)",EAST 28 STREET                  ,AVENUE P,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4372479,Sedan,Bike,,,
10/17/2020,21:25,,,,,,WHITE PLAINS ROAD               ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4358787,Sedan,Bike,,,
11/09/2020,15:30,BROOKLYN,11232,40.657665,-74.00093,"(40.657665, -74.00093)",30 STREET                       ,4 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4366016,Bike,,,,
11/25/2020,20:21,,,40.67043,-73.928185,"(40.67043, -73.928185)",SAINT JOHNS PLACE               ,,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4373541,Sedan,Bike,,,
10/29/2020,6:50,QUEENS,11101,40.748398,-73.94479,"(40.748398, -73.94479)",23 STREET                       ,44 ROAD,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4364516,Sedan,Bike,,,
11/02/2020,23:19,BROOKLYN,11219,40.641727,-73.99265,"(40.641727, -73.99265)",FORT HAMILTON PARKWAY           ,42 STREET,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,4363842,Station Wagon/Sport Utility Vehicle,Bike,,,
10/16/2020,17:15,QUEENS,11417,40.681145,-73.84013,"(40.681145, -73.84013)",LIBERTY AVENUE                  ,100 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4358669,Pick-up Truck,Bike,,,
10/20/2020,15:26,BRONX,10451,40.81881,-73.92828,"(40.81881, -73.92828)",EAST 149 STREET                 ,WALTON AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4360025,Sedan,E-Scooter,,,
10/30/2020,16:30,BROOKLYN,11203,40.644855,-73.92266,"(40.644855, -73.92266)",,,5708      CLARENDON ROAD                ,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4362989,Sedan,Bike,,,
11/04/2020,12:10,,,40.658535,-73.97328,"(40.658535, -73.97328)",WEST DRIVE                      ,CENTER DRIVE,,2,0,1,0,1,0,0,0,Unspecified,,,,,4364394,Bike,,,,
12/01/2020,16:16,QUEENS,11378,,,,GRAND AVENUE                    ,49 PLACE,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,4397771,Van,Bike,,,
11/10/2020,19:15,BROOKLYN,11208,40.686882,-73.87908,"(40.686882, -73.87908)",LOGAN STREET                    ,JAMAICA AVENUE,,1,0,0,0,1,0,0,0,Alcohol Involvement,Unspecified,,,,4366535,Sedan,Bike,,,
10/28/2020,7:02,,,40.66351,-73.89175,"(40.66351, -73.89175)",RIVERDALE AVENUE                ,,,1,0,0,0,1,0,0,0,Other Vehicular,Other Vehicular,,,,4362295,Sedan,Bike,,,
11/20/2020,13:40,MANHATTAN,10034,,,,DYCKMAN STREET                  ,PAYSON AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4369653,Sedan,Bike,,,
11/06/2020,11:28,QUEENS,11377,40.739956,-73.89421,"(40.739956, -73.89421)",70 STREET                       ,QUEENS BOULEVARD,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4364845,Station Wagon/Sport Utility Vehicle,E-Scooter,,,
11/03/2020,18:55,BROOKLYN,11225,40.6565,-73.95645,"(40.6565, -73.95645)",,,1979      BEDFORD AVENUE                ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4365582,Station Wagon/Sport Utility Vehicle,Bike,,,
10/18/2020,6:00,MANHATTAN,10027,40.81261,-73.95683,"(40.81261, -73.95683)",AMSTERDAM AVENUE                ,LASALLE STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4359867,Sedan,Bike,,,
11/09/2020,19:00,,,40.609535,-73.75372,"(40.609535, -73.75372)",BEACH CHANNEL DRIVE             ,,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Traffic Control Disregarded,,,,4368313,Sedan,Bike,,,
11/10/2020,0:50,,,,,,LEWIS AVENUE                    ,Lewis Avenue and Monroe Street,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4366258,Bike,,,,
11/27/2020,14:00,,,40.608078,-73.979706,"(40.608078, -73.979706)",WEST 6 STREET                   ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4371211,Sedan,E-Bike,,,
11/14/2020,10:00,STATEN ISLAND,10314,40.610172,-74.12146,"(40.610172, -74.12146)",MANOR ROAD                      ,NORTH GANNON AVENUE,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,4368041,Bike,,,,
11/03/2020,14:38,BRONX,10453,40.85352,-73.902725,"(40.85352, -73.902725)",EAST 180 STREET                 ,GRAND CONCOURSE,,1,0,0,0,1,0,0,0,Pavement Defective,Unspecified,,,,4364739,Sedan,E-Scooter,,,
10/21/2020,19:58,QUEENS,11377,40.75976,-73.900635,"(40.75976, -73.900635)",,,62-05     30 AVENUE                     ,1,0,0,0,1,0,0,0,Unspecified,,,,,4360150,Bike,,,,
11/12/2020,16:41,BRONX,10457,40.84219,-73.89411,"(40.84219, -73.89411)",CROTONA AVENUE                  ,CROTONA PARK NORTH,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4367209,Sedan,Bike,,,
11/16/2020,14:45,,,40.72293,-73.98865,"(40.72293, -73.98865)",1 AVENUE                        ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4368111,Station Wagon/Sport Utility Vehicle,Bike,,,
10/18/2020,12:15,QUEENS,11421,40.692574,-73.858185,"(40.692574, -73.858185)",JAMAICA AVENUE                  ,86 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4359135,E-Scooter,Sedan,,,
11/01/2020,14:00,MANHATTAN,10023,40.78056,-73.98022,"(40.78056, -73.98022)",AMSTERDAM AVENUE                ,WEST 75 STREET,,1,0,0,0,1,0,0,0,View Obstructed/Limited,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4363438,Sedan,Bike,,,
10/21/2020,8:15,BRONX,10460,40.839565,-73.87583,"(40.839565, -73.87583)",EAST 178 STREET                 ,BRONX PARK AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4360130,Sedan,E-Bike,,,
11/19/2020,17:10,BRONX,10461,40.8422,-73.839096,"(40.8422, -73.839096)",WESTCHESTER AVENUE              ,WATERS AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,4369235,Pick-up Truck,Bike,,,
10/28/2020,18:48,QUEENS,11421,40.690193,-73.84883,"(40.690193, -73.84883)",91 AVENUE                       ,95 STREET,,1,0,0,0,1,0,0,0,Aggressive Driving/Road Rage,Other Vehicular,,,,4362095,Bike,,,,
12/03/2020,13:51,QUEENS,11433,40.70793,-73.78383,"(40.70793, -73.78383)",JAMAICA AVENUE                  ,177 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4372895,Pick-up Truck,E-Bike,,,
11/08/2020,18:05,,,40.595142,-73.75342,"(40.595142, -73.75342)",,,19-15     SEAGIRT BOULEVARD             ,1,0,0,0,1,0,0,0,Other Vehicular,,,,,4368556,Sedan,Bike,,,
12/01/2020,19:35,,,,,,GRAND CENTRAL PARKWAY           ,JEWEL AVENUE,,1,0,0,0,1,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4372396,Bike,Station Wagon/Sport Utility Vehicle,,,
10/24/2020,14:50,MANHATTAN,10002,40.7224,-73.99165,"(40.7224, -73.99165)",CHRYSTIE STREET                 ,STANTON STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4361188,Sedan,E-Scooter,,,
10/20/2020,16:20,,,40.792927,-73.94791,"(40.792927, -73.94791)",EAST 106 STREET                 ,,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4360090,Station Wagon/Sport Utility Vehicle,Bike,,,
11/20/2020,16:20,,,40.851936,-73.91078,"(40.851936, -73.91078)",WEST TREMONT AVENUE             ,GRAND AVENUE,,1,0,0,0,1,0,0,0,View Obstructed/Limited,Unspecified,,,,4369340,E-Scooter,Sedan,,,
11/27/2020,16:30,,,40.748306,-73.87104,"(40.748306, -73.87104)",95 STREET                       ,40 ROAD,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4371439,Sedan,Bike,,,
10/21/2020,5:50,MANHATTAN,10016,40.742256,-73.97768,"(40.742256, -73.97768)",2 AVENUE                        ,EAST 30 STREET,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,,,,,4360204,E-Scooter,,,,
11/25/2020,10:20,MANHATTAN,10065,40.764362,-73.96162,"(40.764362, -73.96162)",EAST 65 STREET                  ,2 AVENUE,,1,0,0,0,1,0,0,0,Turning Improperly,Driver Inattention/Distraction,,,,4371721,Sedan,Bike,,,
11/14/2020,11:45,BROOKLYN,11231,40.682693,-73.99043,"(40.682693, -73.99043)",HOYT STREET                     ,DOUGLASS STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4367991,Sedan,Bike,,,
11/07/2020,16:45,,,40.689335,-73.95608,"(40.689335, -73.95608)",LAFAYETTE AVENUE                ,,,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,4365563,Station Wagon/Sport Utility Vehicle,Bike,,,
11/03/2020,6:50,MANHATTAN,10026,40.803894,-73.95204,"(40.803894, -73.95204)",7 AVENUE                        ,WEST 117 STREET,,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,,,,4364236,E-Bike,Station Wagon/Sport Utility Vehicle,,,
11/05/2020,18:20,BROOKLYN,11214,40.60118,-73.99098,"(40.60118, -73.99098)",85 STREET                       ,23 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4364648,Station Wagon/Sport Utility Vehicle,E-Bike,,,
10/21/2020,16:50,BROOKLYN,11205,40.698036,-73.962845,"(40.698036, -73.962845)",FLUSHING AVENUE                 ,WILLIAMSBURG STREET WEST,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,4359995,Bike,,,,
10/21/2020,17:40,,,40.67118,-73.96934,"(40.67118, -73.96934)",EAST DRIVE                      ,,,2,0,1,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4360026,Bike,,,,
10/22/2020,22:00,BRONX,10472,40.8266,-73.8744,"(40.8266, -73.8744)",,,1611      WATSON AVENUE                 ,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,4362418,Station Wagon/Sport Utility Vehicle,E-Bike,,,
10/26/2020,19:54,,,40.687565,-73.83441,"(40.687565, -73.83441)",101 AVENUE                      ,109 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4361472,Pick-up Truck,E-Scooter,,,
11/09/2020,14:30,,,40.70003,-73.90698,"(40.70003, -73.90698)",MYRTLE AVENUE                   ,,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,4377544,Station Wagon/Sport Utility Vehicle,Bike,,,
10/21/2020,18:25,BROOKLYN,11235,40.586823,-73.95261,"(40.586823, -73.95261)",,,1618      SHEEPSHEAD BAY ROAD           ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4360012,Sedan,E-Scooter,,,
11/08/2020,1:20,,,40.61024,-73.9924,"(40.61024, -73.9924)",20 AVENUE                       ,,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4366647,E-Bike,Station Wagon/Sport Utility Vehicle,,,
11/24/2020,16:40,MANHATTAN,10032,40.838497,-73.939835,"(40.838497, -73.939835)",SAINT NICHOLAS AVENUE           ,WEST 165 STREET,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,4370583,Sedan,E-Bike,,,
11/01/2020,17:30,BRONX,10467,40.872135,-73.867134,"(40.872135, -73.867134)",,,3234      WHITE PLAINS ROAD             ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4365291,Sedan,E-Bike,,,
10/23/2020,17:11,QUEENS,11435,40.70058,-73.80775,"(40.70058, -73.80775)",SUTPHIN BOULEVARD               ,ARCHER AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,4361300,E-Bike,,,,
10/25/2020,19:15,,,40.669098,-73.93666,"(40.669098, -73.93666)",EASTERN PARKWAY                 ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4361349,Station Wagon/Sport Utility Vehicle,Bike,,,
10/23/2020,13:49,MANHATTAN,10012,40.72593,-73.99466,"(40.72593, -73.99466)",LAFAYETTE STREET                ,BLEECKER STREET,,1,0,0,0,1,0,0,0,Reaction to Uninvolved Vehicle,Driver Inattention/Distraction,,,,4360743,Sedan,Bike,,,
10/22/2020,17:30,BROOKLYN,11204,40.612843,-73.991974,"(40.612843, -73.991974)",,,1930      73 STREET                     ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4360254,Station Wagon/Sport Utility Vehicle,Bike,,,
11/01/2020,11:40,MANHATTAN,10011,40.739174,-73.99342,"(40.739174, -73.99342)",,,50        WEST 18 STREET                ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4363038,Station Wagon/Sport Utility Vehicle,Bike,,,
10/18/2020,12:01,,,40.689354,-73.936325,"(40.689354, -73.936325)",LEWIS AVENUE                    ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4360969,Sedan,E-Bike,,,
10/23/2020,14:00,QUEENS,11101,40.74255,-73.952644,"(40.74255, -73.952644)",,,10-51     JACKSON AVENUE                ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4362176,Bike,,,,
11/26/2020,7:35,BRONX,10455,40.81608,-73.917694,"(40.81608, -73.917694)",EAST 149 STREET                 ,3 AVENUE,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,4371716,Bike,Sedan,,,
11/21/2020,10:45,MANHATTAN,10013,40.720375,-74.003265,"(40.720375, -74.003265)",GREENE STREET                   ,CANAL STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,4371307,Bike,,,,
11/09/2020,16:19,BROOKLYN,11206,40.69864,-73.93819,"(40.69864, -73.93819)",LOCUST STREET                   ,BROADWAY,,1,0,0,0,1,0,0,0,Passing Too Closely,Turning Improperly,,,,4367353,Station Wagon/Sport Utility Vehicle,Bike,,,
12/05/2020,17:00,BRONX,10455,40.819527,-73.91621,"(40.819527, -73.91621)",MELROSE AVENUE                  ,EAST 154 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4373586,Sedan,Bike,,,
11/23/2020,13:36,BROOKLYN,11217,40.68405,-73.97746,"(40.68405, -73.97746)",ATLANTIC AVENUE                 ,FLATBUSH AVENUE,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,4371384,Bike,,,,
11/24/2020,17:50,BROOKLYN,11237,40.702686,-73.92084,"(40.702686, -73.92084)",DE KALB AVENUE                  ,IRVING AVENUE,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,4370568,Sedan,Bike,,,
11/12/2020,18:30,MANHATTAN,10028,40.779495,-73.95559,"(40.779495, -73.95559)",EAST 86 STREET                  ,LEXINGTON AVENUE,,1,0,0,0,1,0,0,0,Reaction to Uninvolved Vehicle,Passing Too Closely,,,,4367075,Sedan,Bike,,,
11/02/2020,20:30,BROOKLYN,11238,40.671627,-73.96263,"(40.671627, -73.96263)",WASHINGTON AVENUE               ,EASTERN PARKWAY,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4366308,Sedan,Bike,,,
11/02/2020,14:00,,,40.729404,-73.99455,"(40.729404, -73.99455)",MERCER STREET                   ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4364624,Sedan,Bike,,,
11/17/2020,12:25,BROOKLYN,11239,40.65136,-73.86971,"(40.65136, -73.86971)",,,501       GATEWAY DRIVE                 ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4369191,Station Wagon/Sport Utility Vehicle,E-Bike,,,
11/04/2020,11:55,BRONX,10451,40.81832,-73.92637,"(40.81832, -73.92637)",EAST 149 STREET                 ,GRIFFIN PLACE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4364597,Armored Truck,Bike,,,
11/15/2020,14:25,MANHATTAN,10001,40.74777,-74.000404,"(40.74777, -74.000404)",9 AVENUE                        ,WEST 25 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4367710,Bike,Bike,,,
12/01/2020,16:11,MANHATTAN,10029,40.79428,-73.94902,"(40.79428, -73.94902)",MADISON AVENUE                  ,EAST 107 STREET,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,,4372482,Station Wagon/Sport Utility Vehicle,E-Scooter,Sedan,Sedan,
12/08/2020,8:00,BROOKLYN,11222,40.72766,-73.95099,"(40.72766, -73.95099)",MESEROLE AVENUE                 ,ECKFORD STREET,,1,0,0,0,1,0,0,0,Backing Unsafely,Unspecified,,,,4374403,Station Wagon/Sport Utility Vehicle,Bike,,,
10/21/2020,9:10,,,40.65735,-73.97405,"(40.65735, -73.97405)",PROSPECT PARK SOUTHWEST         ,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4359861,Sedan,Bike,,,
11/11/2020,19:08,BRONX,10455,40.818844,-73.91413,"(40.818844, -73.91413)",,,3030      3 AVENUE                      ,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Other Vehicular,,,,4366746,Station Wagon/Sport Utility Vehicle,Bike,,,
